incident_id,year,date_of_incident,route,borough,injury_result_description,incident_event_type,operator_id,bus_garage_id,victim_id
8436,2017,2017-05-01,193,Havering,"Injuries treated on scene","Slip Trip Fall",14,48,8
8437,2017,2017-05-01,345,Southwark,"Injuries treated on scene",Assault,10,60,8
8438,2017,2017-05-01,H9,Brent,"Reported Minor Injury - Treated at Hospital","Collision Incident",20,65,8
8439,2017,2017-05-01,188,Southwark,"Injuries treated on scene","Personal Injury",10,60,8
8440,2017,2017-05-01,341,Haringey,"Injuries treated on scene","Slip Trip Fall",6,49,8
8441,2017,2017-05-01,186,Harrow,"Injuries treated on scene","Personal Injury",2,66,8
8442,2017,2017-05-01,257,"Waltham Forest","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",1,68,8
8443,2017,2017-05-01,333,Wandsworth,"Injuries treated on scene","Slip Trip Fall",12,24,8
8444,2017,2017-05-01,253,Islington,"Injuries treated on scene","Slip Trip Fall",6,26,8
8445,2017,2017-05-01,250,Lambeth,"Injuries treated on scene","Slip Trip Fall",12,38,8
8446,2017,2017-05-01,250,Croydon,"Injuries treated on scene","Personal Injury",12,38,8
8447,2017,2017-05-01,176,"Not specified","Injuries treated on scene","Slip Trip Fall",12,18,8
8448,2017,2017-05-01,245,Barnet,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,29,8
8449,2017,2017-05-01,244,Greenwich,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",1,64,8
8450,2017,2017-05-01,131,Merton,"Injuries treated on scene","Personal Injury",5,33,8
8451,2017,2017-05-01,171,Southwark,"Reported Minor Injury - Treated at Hospital","Personal Injury",8,15,8
8452,2017,2017-05-01,243,Islington,"Injuries treated on scene","Slip Trip Fall",6,49,8
8453,2017,2017-05-01,131,"Kingston upon Thames","Reported Minor Injury - Treated at Hospital","Personal Injury",5,33,8
8454,2017,2017-05-01,171,Southwark,"Injuries treated on scene","Slip Trip Fall",8,15,8
8455,2017,2017-05-01,243,Hackney,"Injuries treated on scene","Personal Injury",6,49,8
8456,2017,2017-05-01,168,Southwark,"Injuries treated on scene","Slip Trip Fall",2,10,8
8457,2017,2017-05-01,168,Camden,"Injuries treated on scene","Personal Injury",2,10,8
8458,2017,2017-05-01,237,Hounslow,"Injuries treated on scene","Slip Trip Fall",2,50,8
8459,2017,2017-05-01,117,Hounslow,"Reported Minor Injury - Treated at Hospital","Personal Injury",2,50,8
8460,2017,2017-05-01,237,Hounslow,"Injuries treated on scene","Personal Injury",2,50,8
8461,2017,2017-05-01,111,Hounslow,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,31,8
8462,2017,2017-05-01,231,Enfield,"Injuries treated on scene","Personal Injury",1,68,8
8463,2017,2017-05-01,157,"Not specified","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",12,38,8
8464,2017,2017-05-01,157,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",12,38,8
8465,2017,2017-05-01,109,Lambeth,"Injuries treated on scene","Slip Trip Fall",10,47,8
8466,2017,2017-05-01,108,"Tower Hamlets","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",8,15,8
8467,2017,2017-05-01,155,Lambeth,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",1,19,8
8468,2017,2017-05-01,45,Lambeth,"Reported Minor Injury - Treated at Hospital","Collision Incident",8,5,8
8469,2017,2017-05-01,228,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",9,9,8
8470,2017,2017-05-01,98,Camden,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",2,28,8
8471,2017,2017-05-01,95,"Hammersmith & Fulham","Injuries treated on scene","Collision Incident",9,67,8
8472,2017,2017-05-01,147,Redbridge,"Injuries treated on scene","Slip Trip Fall",14,48,8
8473,2017,2017-05-01,91,Camden,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,10,8
8474,2017,2017-05-01,91,Camden,"Injuries treated on scene","Slip Trip Fall",2,10,8
8475,2017,2017-05-01,144,Enfield,"Injuries treated on scene","Slip Trip Fall",6,12,8
8476,2017,2017-05-01,90,Hillingdon,"Injuries treated on scene","Personal Injury",2,40,8
8477,2017,2017-05-01,89,Greenwich,"Injuries treated on scene","Personal Injury",1,39,8
8478,2017,2017-05-01,89,Bexley,"Injuries treated on scene","Personal Injury",1,39,8
8479,2017,2017-05-01,88,Camden,"Injuries treated on scene","Personal Injury",1,4,8
8480,2017,2017-05-01,83,Barnet,"Reported Minor Injury - Treated at Hospital","Personal Injury",9,62,8
8481,2017,2017-05-01,36,Westminster,"Injuries treated on scene","Personal Injury",8,15,8
8482,2017,2017-05-01,4,Islington,"Injuries treated on scene","Slip Trip Fall",2,10,8
8483,2017,2017-05-01,36,Southwark,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",8,15,8
8484,2017,2017-05-01,140,Harrow,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown",Assault,2,41,8
8485,2017,2017-05-01,36,Lewisham,"Injuries treated on scene","Personal Injury",8,15,8
8486,2017,2017-05-01,140,Harrow,"Injuries treated on scene","Slip Trip Fall",2,41,8
8487,2017,2017-04-01,EL3,"Barking & Dagenham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",14,48,8
8488,2017,2017-04-01,EL3,"Barking & Dagenham","Injuries treated on scene","Slip Trip Fall",14,48,8
8489,2017,2017-05-01,72,Wandsworth,"Injuries treated on scene","Slip Trip Fall",5,42,8
8490,2017,2017-05-01,68,Southwark,"Reported Minor Injury - Treated at Hospital","Collision Incident",8,5,8
8491,2017,2017-04-01,E1,Ealing,"Injuries treated on scene","Slip Trip Fall",13,72,8
8492,2017,2017-05-01,29,Islington,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,12,8
8493,2017,2017-05-01,67,Hackney,"Injuries treated on scene","Personal Injury",6,26,8
8494,2017,2017-05-01,65,"Richmond Upon Thames","Injuries treated on scene","Slip Trip Fall",5,14,8
8495,2017,2017-04-01,W15,Hackney,"Injuries treated on scene","Slip Trip Fall",7,11,8
8496,2017,2017-05-01,65,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,14,8
8497,2017,2017-04-01,473,Newham,"Injuries treated on scene","Slip Trip Fall",3,56,8
8498,2017,2017-05-01,65,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,14,8
8499,2017,2017-05-01,63,Southwark,"Injuries treated on scene","Personal Injury",11,37,8
8500,2017,2017-04-01,U5,Hillingdon,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",9,59,8
8501,2017,2017-04-01,453,Westminster,"Injuries treated on scene","Personal Injury",1,17,8
8502,2017,2017-05-01,24,Westminster,"Injuries treated on scene","Personal Injury",2,10,8
8503,2017,2017-05-01,24,Islington,"Injuries treated on scene","Personal Injury",2,10,8
8504,2017,2017-04-01,U4,Hillingdon,"Injuries treated on scene","Slip Trip Fall",9,74,8
8505,2017,2017-04-01,U4,Hillingdon,"Injuries treated on scene","Personal Injury",9,74,8
8506,2017,2017-05-01,21,Southwark,"Injuries treated on scene","Slip Trip Fall",8,15,8
8507,2017,2017-05-01,18,Westminster,"Injuries treated on scene","Personal Injury",9,9,8
8508,2017,2017-04-01,RR,"Waltham Forest","Injuries treated on scene","Slip Trip Fall",6,12,8
8509,2017,2017-05-01,18,Camden,"Injuries treated on scene","Slip Trip Fall",9,9,8
8510,2017,2017-04-01,436,Lewisham,"Injuries treated on scene","Personal Injury",8,15,8
8511,2017,2017-05-01,18,Brent,"Injuries treated on scene","Slip Trip Fall",9,9,8
8512,2017,2017-05-01,18,Brent,"Injuries treated on scene","Personal Injury",9,9,8
8513,2017,2017-05-01,17,Islington,"Injuries treated on scene","Slip Trip Fall",2,10,8
8514,2017,2017-05-01,16,Westminster,"Injuries treated on scene","Slip Trip Fall",2,8,8
8515,2017,2017-05-01,16,Brent,"Injuries treated on scene","Collision Incident",2,8,8
8516,2017,2017-04-01,K4,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,33,8
8517,2017,2017-04-01,K2,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,33,8
8518,2017,2017-05-01,13,Westminster,"Injuries treated on scene","Slip Trip Fall",7,76,8
8519,2017,2017-04-01,295,Wandsworth,"Injuries treated on scene","Collision Incident",9,9,8
8520,2017,2017-04-01,295,"Kensington & Chelsea","Injuries treated on scene","Slip Trip Fall",9,9,8
8521,2017,2017-04-01,295,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",9,9,8
8522,2017,2017-05-01,12,Southwark,"Injuries treated on scene","Slip Trip Fall",8,5,8
8523,2017,2017-05-01,11,Westminster,"Injuries treated on scene","Slip Trip Fall",1,4,8
8524,2017,2017-04-01,286,Greenwich,"Injuries treated on scene","Slip Trip Fall",8,15,8
8525,2017,2017-05-01,11,Westminster,"Injuries treated on scene","Personal Injury",1,4,8
8526,2017,2017-04-01,E6,Hillingdon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",9,67,8
8527,2017,2017-04-01,391,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",5,14,8
8528,2017,2017-04-01,283,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",5,61,8
8529,2017,2017-04-01,390,Westminster,"Injuries treated on scene","Personal Injury",2,10,8
8530,2017,2017-04-01,282,Hillingdon,"Injuries treated on scene",Robbery,9,67,8
8531,2017,2017-04-01,384,Barnet,"Injuries treated on scene","Slip Trip Fall",2,32,8
8532,2017,2017-05-01,7,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",2,29,8
8533,2017,2017-04-01,381,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",10,60,8
8534,2017,2017-05-01,6,Brent,"Reported Minor Injury - Treated at Hospital",Assault,2,28,8
8535,2017,2017-04-01,381,Southwark,"Injuries treated on scene","Personal Injury",10,60,8
8536,2017,2017-04-01,281,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,14,8
8537,2017,2017-04-01,279,Enfield,"Injuries treated on scene","Slip Trip Fall",6,51,8
8538,2017,2017-04-01,221,Barnet,"Injuries treated on scene","Slip Trip Fall",6,12,8
8539,2017,2017-04-01,217,Haringey,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown",Assault,2,32,8
8540,2017,2017-04-01,499,"Barking & Dagenham","Injuries treated on scene","Slip Trip Fall",3,34,8
8541,2017,2017-04-01,368,"Barking & Dagenham","Reported Minor Injury - Treated at Hospital","Personal Injury",6,52,8
8542,2017,2017-04-01,366,Redbridge,"Injuries treated on scene","Slip Trip Fall",3,2,8
8543,2017,2017-04-01,268,Camden,"Injuries treated on scene","Slip Trip Fall",6,44,8
8544,2017,2017-04-01,358,Bromley,"Injuries treated on scene","Personal Injury",11,54,8
8545,2017,2017-04-01,357,"Waltham Forest","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",1,68,8
8546,2017,2017-04-01,353,Croydon,"Injuries treated on scene","Personal Injury",11,54,8
8547,2017,2017-04-01,481,"Richmond Upon Thames","Injuries treated on scene","Collision Incident",13,63,8
8548,2017,2017-04-01,263,Islington,"Injuries treated on scene","Slip Trip Fall",2,32,8
8549,2017,2017-04-01,262,Newham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",3,56,8
8550,2017,2017-04-01,206,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",9,9,8
8551,2017,2017-04-01,474,Newham,"Injuries treated on scene","Slip Trip Fall",14,48,8
8552,2017,2017-04-01,206,Brent,"Injuries treated on scene","Personal Injury",9,9,8
8553,2018,2018-09-01,N1,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,83,8
8554,2018,2018-07-01,286,Greenwich,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,83,8
8555,2018,2018-07-01,286,Greenwich,"Injuries treated on scene","Slip Trip Fall",8,83,8
8556,2018,2018-07-01,108,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,83,8
8557,2018,2018-06-01,286,Greenwich,"Injuries treated on scene","Slip Trip Fall",8,83,8
8558,2018,2018-06-01,181,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",4,84,8
8559,2018,2018-05-01,284,Lewisham,"Injuries treated on scene","Slip Trip Fall",4,84,8
8560,2018,2018-05-01,181,Lewisham,"Injuries treated on scene","Personal Injury",4,84,8
8561,2018,2018-04-01,284,Bromley,"Injuries treated on scene","Personal Injury",4,84,8
8562,2018,2018-03-01,225,Lewisham,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",8,83,8
8563,2018,2018-03-01,188,Greenwich,"Injuries treated on scene","Slip Trip Fall",8,83,8
8564,2018,2018-03-01,180,Greenwich,"Injuries treated on scene","Slip Trip Fall",8,83,8
8565,2018,2018-02-01,225,Lewisham,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",8,83,8
8566,2018,2018-01-01,180,Greenwich,"Injuries treated on scene","Slip Trip Fall",8,83,8
8567,2018,2018-01-01,108,"Not specified","Injuries treated on scene","Slip Trip Fall",8,83,8
8568,2017,2017-08-01,286,Greenwich,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",8,83,8
8569,2018,2018-09-01,71,"Kingston upon Thames","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,14,8
8570,2018,2018-09-01,68,Westminster,"Injuries treated on scene","Slip Trip Fall",10,60,8
8571,2018,2018-09-01,68,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",10,60,8
8572,2018,2018-09-01,67,Haringey,"Injuries treated on scene","Slip Trip Fall",6,26,8
8573,2018,2018-09-01,66,"Not specified","Injuries treated on scene","Personal Injury",6,25,8
8574,2018,2018-09-01,64,Croydon,"Injuries treated on scene","Collision Incident",12,38,8
8575,2018,2018-09-01,60,Croydon,"Injuries treated on scene","Slip Trip Fall",12,35,8
8576,2018,2018-07-01,H37,"Richmond Upon Thames","Injuries treated on scene","Slip Trip Fall",5,31,8
8577,2018,2018-07-01,H37,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,31,8
8578,2018,2018-07-01,H12,Harrow,"Injuries treated on scene","Slip Trip Fall",2,41,8
8579,2018,2018-07-01,E6,Ealing,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",9,67,8
8580,2018,2018-07-01,E2,Ealing,"Injuries treated on scene","Slip Trip Fall",2,50,8
8581,2018,2018-07-01,D6,Hackney,"Injuries treated on scene","Collision Incident",18,57,8
8582,2018,2018-07-01,C11,Camden,"Injuries treated on scene","Personal Injury",2,8,8
8583,2018,2018-07-01,607,Hillingdon,"Injuries treated on scene","Personal Injury",9,74,8
8584,2018,2018-07-01,607,Ealing,"Injuries treated on scene","Personal Injury",9,74,8
8585,2018,2018-07-01,521,Westminster,"Injuries treated on scene","Personal Injury",1,70,8
8586,2018,2018-07-01,491,Enfield,"Injuries treated on scene","Slip Trip Fall",2,32,8
8587,2018,2018-07-01,490,"Richmond Upon Thames","Injuries treated on scene","Personal Injury",10,63,8
8588,2018,2018-07-01,465,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",29,75,8
8589,2018,2018-07-01,455,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",11,55,8
8590,2018,2018-07-01,453,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",8,15,8
8591,2018,2018-07-01,436,Lewisham,"Injuries treated on scene","Slip Trip Fall",8,15,8
8592,2018,2018-07-01,436,Lewisham,"Injuries treated on scene","Personal Injury",8,15,8
8593,2018,2018-07-01,432,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,4,8
8594,2018,2018-07-01,430,"None London Borough","Injuries treated on scene","Slip Trip Fall",1,7,8
8595,2018,2018-07-01,418,"None London Borough","Injuries treated on scene","Slip Trip Fall",29,75,8
8596,2018,2018-07-01,410,Croydon,"Injuries treated on scene","Slip Trip Fall",12,38,8
8597,2018,2018-07-01,406,"None London Borough","Injuries treated on scene","Slip Trip Fall",29,75,8
8598,2018,2018-09-01,N18,Westminster,"Injuries treated on scene","Slip Trip Fall",5,61,8
8599,2018,2018-09-01,W4,"Not specified","Injuries treated on scene","Slip Trip Fall",6,12,8
8600,2018,2018-09-01,W4,Haringey,"Injuries treated on scene","Slip Trip Fall",6,12,8
8601,2018,2018-09-01,W3,Haringey,"Injuries treated on scene","Slip Trip Fall",6,12,8
8602,2018,2018-09-01,K2,"Kingston upon Thames","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,33,8
8603,2018,2018-09-01,K1,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",10,63,8
8604,2018,2018-09-01,H37,"Richmond Upon Thames","Injuries treated on scene","Collision Incident",5,31,8
8605,2018,2018-09-01,P13,Southwark,"Injuries treated on scene","Personal Injury",10,60,8
8606,2018,2018-09-01,P12,Southwark,"Injuries treated on scene","Personal Injury",8,37,8
8607,2018,2018-09-01,G1,Wandsworth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,73,8
8608,2018,2018-09-01,EL1,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",14,48,8
8609,2018,2018-09-01,E3,Ealing,"Injuries treated on scene","Personal Injury",5,71,8
8610,2018,2018-09-01,E2,Ealing,"Reported Minor Injury - Treated at Hospital","Personal Injury",2,50,8
8611,2018,2018-09-01,D6,"Tower Hamlets","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",18,57,8
8612,2018,2018-09-01,C1,"Kensington & Chelsea","Injuries treated on scene","Personal Injury",5,42,8
8613,2018,2018-09-01,B13,Bexley,"Injuries treated on scene","Slip Trip Fall",6,58,8
8614,2018,2018-09-01,607,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",9,74,8
8615,2018,2018-09-01,332,Camden,"Injuries treated on scene","Slip Trip Fall",2,8,8
8616,2018,2018-09-01,483,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",9,62,8
8617,2018,2018-09-01,482,Ealing,"Injuries treated on scene","Slip Trip Fall",9,67,8
8618,2018,2018-09-01,319,Wandsworth,"Injuries treated on scene","Slip Trip Fall",12,24,8
8619,2018,2018-09-01,465,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",29,75,8
8620,2018,2018-09-01,312,"Not specified","Injuries treated on scene","Slip Trip Fall",12,35,8
8621,2018,2018-09-01,297,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,40,8
8622,2018,2018-09-01,463,Croydon,"Injuries treated on scene","Personal Injury",29,75,8
8623,2018,2018-09-01,450,Croydon,"Injuries treated on scene","Slip Trip Fall",12,18,8
8624,2018,2018-09-01,295,"Hammersmith & Fulham","Injuries treated on scene","Activity Incident Event",9,9,8
8625,2018,2018-09-01,292,"Not specified","Reported Minor Injury - Treated at Hospital","Personal Injury",20,6,8
8626,2018,2018-09-01,283,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",5,61,8
8627,2018,2018-09-01,282,Ealing,"Injuries treated on scene","Personal Injury",9,67,8
8628,2018,2018-09-01,281,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,14,8
8629,2018,2018-09-01,280,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,19,8
8630,2018,2018-09-01,280,Sutton,"Injuries treated on scene","Slip Trip Fall",1,19,8
8631,2018,2018-09-01,276,"Tower Hamlets","Injuries treated on scene","Slip Trip Fall",18,57,8
8632,2018,2018-09-01,271,Islington,"Injuries treated on scene","Personal Injury",2,10,8
8633,2018,2018-09-01,263,Islington,"Injuries treated on scene","Personal Injury",2,32,8
8634,2018,2018-09-01,260,Brent,"Injuries treated on scene","Slip Trip Fall",2,28,8
8635,2018,2018-09-01,254,"Tower Hamlets","Injuries treated on scene","Collision Incident",6,46,8
8636,2018,2018-09-01,254,Hackney,"Injuries treated on scene","Personal Injury",6,46,8
8637,2018,2018-09-01,253,Camden,"Reported Minor Injury - Treated at Hospital","Personal Injury",6,26,8
8638,2018,2018-09-01,155,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,4,8
8639,2018,2018-09-01,222,Hounslow,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",9,74,8
8640,2018,2018-09-01,220,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",5,61,8
8641,2018,2018-09-01,220,Brent,"Injuries treated on scene","Slip Trip Fall",5,61,8
8642,2018,2018-09-01,214,Camden,"Injuries treated on scene","Slip Trip Fall",2,20,8
8643,2018,2018-09-01,149,Hackney,"Injuries treated on scene","Slip Trip Fall",6,49,8
8644,2018,2018-09-01,148,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",5,42,8
8645,2018,2018-09-01,207,"Hammersmith & Fulham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",9,67,8
8646,2018,2018-09-01,141,Islington,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",6,43,8
8647,2018,2018-09-01,207,Ealing,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",9,67,8
8648,2018,2018-09-01,141,Islington,"Injuries treated on scene","Personal Injury",6,43,8
8649,2018,2018-09-01,140,Hillingdon,"Injuries treated on scene","Personal Injury",2,41,8
8650,2018,2018-09-01,207,Ealing,"Injuries treated on scene","Slip Trip Fall",9,67,8
8651,2018,2018-09-01,136,Lewisham,"Injuries treated on scene","Personal Injury",4,21,8
8652,2018,2018-09-01,135,"City of London","Injuries treated on scene","Personal Injury",18,57,8
8653,2018,2018-09-01,197,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",12,35,8
8654,2018,2018-09-01,128,Redbridge,"Injuries treated on scene","Slip Trip Fall",6,52,8
8655,2018,2018-09-01,197,Croydon,"Injuries treated on scene","Slip Trip Fall",12,35,8
8656,2018,2018-09-01,190,"Hammersmith & Fulham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,50,8
8657,2018,2018-09-01,189,Brent,"Injuries treated on scene","Personal Injury",2,8,8
8658,2018,2018-09-01,188,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,5,8
8659,2018,2018-09-01,186,Harrow,"Reported Minor Injury - Treated at Hospital","Personal Injury",2,41,8
8660,2018,2018-09-01,185,Lewisham,"Injuries treated on scene","Slip Trip Fall",8,5,8
8661,2018,2018-09-01,185,Lewisham,"Injuries treated on scene","Personal Injury",8,5,8
8662,2018,2018-09-01,114,Brent,"Injuries treated on scene","Slip Trip Fall",9,74,8
8663,2018,2018-09-01,177,Greenwich,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,27,8
8664,2018,2018-09-01,111,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,31,8
8665,2018,2018-09-01,106,Hackney,"Injuries treated on scene","Personal Injury",6,46,8
8666,2018,2018-09-01,170,Wandsworth,"Injuries treated on scene","Personal Injury",1,4,8
8667,2018,2018-09-01,99,"Not specified","Injuries treated on scene","Personal Injury",6,58,8
8668,2018,2018-09-01,98,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,28,8
8669,2018,2018-09-01,90,Hounslow,"Injuries treated on scene","Personal Injury",2,40,8
8670,2018,2018-09-01,157,Sutton,"Injuries treated on scene","Slip Trip Fall",12,38,8
8671,2018,2018-09-01,83,Barnet,"Injuries treated on scene","Personal Injury",9,62,8
8672,2018,2018-09-01,81,"None London Borough","Injuries treated on scene","Slip Trip Fall",5,31,8
8673,2018,2018-09-01,11,"None London Borough","Injuries treated on scene","Slip Trip Fall",1,4,8
8674,2018,2018-09-01,45,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",10,60,8
8675,2018,2018-09-01,80,Sutton,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",1,30,8
8676,2018,2018-09-01,43,Islington,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,10,8
8677,2018,2018-09-01,7,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,29,8
8678,2018,2018-09-01,43,Islington,"Injuries treated on scene","Slip Trip Fall",2,10,8
8679,2018,2018-09-01,4,Islington,"Injuries treated on scene","Personal Injury",2,10,8
8680,2018,2018-09-01,4,"City of London","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,10,8
8681,2018,2018-09-01,33,"Richmond Upon Thames","Injuries treated on scene","Slip Trip Fall",5,14,8
8682,2018,2018-09-01,2,Lambeth,"Injuries treated on scene","Slip Trip Fall",12,18,8
8683,2018,2018-09-01,30,Islington,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,20,8
8684,2018,2018-08-01,470,Sutton,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",29,75,8
8685,2018,2018-08-01,470,"None London Borough","Injuries treated on scene","Slip Trip Fall",29,75,8
8686,2018,2018-09-01,29,Islington,"Injuries treated on scene","Slip Trip Fall",6,12,8
8687,2018,2018-08-01,398,Harrow,"Injuries treated on scene","Slip Trip Fall",5,61,8
8688,2018,2018-08-01,X26,Hillingdon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",11,55,8
8689,2018,2018-09-01,21,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",8,15,8
8690,2018,2018-08-01,465,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",29,75,8
8691,2018,2018-09-01,19,Westminster,"Injuries treated on scene","Slip Trip Fall",6,49,8
8692,2018,2018-08-01,W13,"Waltham Forest","Injuries treated on scene","Personal Injury",19,53,8
8693,2018,2018-08-01,U9,Ealing,"Injuries treated on scene","Slip Trip Fall",10,72,8
8694,2018,2018-08-01,453,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",8,15,8
8695,2018,2018-09-01,18,Westminster,"Injuries treated on scene","Slip Trip Fall",5,61,8
8696,2018,2018-09-01,18,Westminster,"Injuries treated on scene","Collision Incident",5,61,8
8697,2018,2018-08-01,S1,Sutton,"Injuries treated on scene","Slip Trip Fall",29,75,8
8698,2018,2018-09-01,18,Brent,"Injuries treated on scene","Slip Trip Fall",5,61,8
8699,2018,2018-08-01,430,Wandsworth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,7,8
8700,2018,2018-09-01,18,Brent,"Injuries treated on scene","Personal Injury",5,61,8
8701,2018,2018-09-01,17,Islington,"Injuries treated on scene","Slip Trip Fall",2,10,8
8702,2018,2018-08-01,S1,Merton,"Injuries treated on scene","Collision Incident",29,75,8
8703,2018,2018-08-01,R4,Bromley,"Injuries treated on scene","Slip Trip Fall",11,54,8
8704,2018,2018-08-01,427,Ealing,"Injuries treated on scene","Slip Trip Fall",10,72,8
8705,2018,2018-08-01,422,Bexley,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,27,8
8706,2018,2018-08-01,411,"Richmond Upon Thames","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",29,75,8
